id,text,preprocessed,sentiment
1435695088110350345,"@michellebarouki Minha mãe votou no Bolsonaro. Desembarcou no inicio da pandemia e agora vai nas manifestações contra. Eu sei quais foram os motivos que levaram ela a votar no Bolsonaro (não concordo, mas não rompi na ocasião). E fiquei aliviadissima quando vi que ela teve lucidez de desembarcar",minha mãe votou bolsonaro desembarcou inicio pandemia agora vai nas manifestações contra sei quais foram motivos que levaram ela votar bolsonaro não concordo mas não rompi ocasião fiquei aliviadissima quando que ela teve lucidez desembarcar,-2
1435695077263806465,@LorenzoDiasR Teve jogo aqui e não alterou em nada os índices da pandemia...fato,teve jogo aqui não alterou nada índices pandemia fato,0
1435695068694859780,"Dou por declarado o fim da Pandemia!
Estarei enviando por e-mail o certificado com horas pra ACC e terá extra para aqueles que passaram a Pandemia curtindo a vida como se nada estivesse acontecendo e ainda haverá outro extra para aqueles que continuarem, um cupom para a funerária",dou por declarado fim pandemia estarei enviando por mail certificado com horas pra acc terá extra para aqueles que passaram pandemia curtindo vida como nada estivesse acontecendo ainda haverá outro extra para aqueles que continuarem cupom para funerária,3
1435695055969337351,Um dos maiores absurdos que vi durante toda a pandemia foi o tratamento dado ao futebol e seus amantes. https://t.co/sLZgbsYyJk,dos maiores absurdos que durante toda pandemia foi tratamento dado futebol seus amantes,0
1435695042564329478,"É ... hoje vemos q os brasileiros tem razão d estarem desanimados, exaustos e desacreditados. A maioria no meio político está entendendo q houve crime de responsabilidade... Mas falam em bravatas, serenidades e usam a pandemia pra ñ abrir empitchament. O POVO É QUE ESTÁ ISOLADO.",hoje vemos brasileiros tem razão estarem desanimados exaustos desacreditados maioria meio político está entendendo houve crime responsabilidade mas falam bravatas serenidades usam pandemia pra abrir empitchament povo que está isolado,-6
1435695038433005569,"@nemligaguria_ eu sempre junto isso com não gostar de comemorar. (ano passado eu estava cogitando, ai veio a pandemia... esse ano voltei a ser eu)",sempre junto isso com não gostar comemorar ano passado estava cogitando veio pandemia esse ano voltei ser,1
1435694993377841153,"Antes do #ManoAMano eu não escutava podcast desde o pré pandemia, mais um hábito meu que tinha se perdido.

Se o @manobrown lançar um livro, eu volto a ler.
Se o @manobrown lançar um filme, eu volto a ir no cinema.
Se o @manobrown lançar uma chuteira, eu volto até a jogar bola. https://t.co/4S2J7i4YG9",antes não escutava podcast desde pré pandemia mais hábito meu que tinha perdido lançar livro volto ler lançar filme volto cinema lançar uma chuteira volto até jogar bola,-1
1435694967914172422,"@IrlanSimoes O VP de FINANÇAS (não do Juridico) já admitiu que fizeram cagada e reajustaram o orçamento. Eles fizeram essa versão em agosto de 20, quando a pandemia tinha desacelerado. Em todo caso, é óbvio que isso é financeiro. Bilheteria é financeiro.",finanças não juridico admitiu que fizeram cagada reajustaram orçamento eles fizeram essa versão agosto quando pandemia tinha desacelerado todo caso óbvio que isso financeiro bilheteria financeiro,0
1435694892286623744,Sonho pós pandemia: https://t.co/Jm9r9uL7T6,sonho pós pandemia,1
1435694879288463362,"@FlaRei_1895 - Ninguém tem moral
- Não existe isonomia

Pandemia começou no ano passado. Futebol sem público por conta de uma doença que assola o Planeta Terra eu garanto que ninguém aqui no twitter tinha visto. Vamos equilibrar na balança com algo que vemos quase mensalmente há tipo 20 anos?",ninguém tem moral não existe isonomia pandemia começou ano passado futebol sem público por conta uma doença que assola planeta terra garanto que ninguém aqui twitter tinha visto vamos equilibrar balança com algo que vemos quase mensalmente tipo anos,0
1435694875559743490,"#JR24h, AUGUSTO, JORNALISMO SUJO ANTI DEMOCRÁTICOS É  PRENDER PESSOAS POR OPINIÃO, VCS SÃO  SUJOS RECORDLIXO A SERVIÇO  DO DORIA PAGA C9M DINHEIRO DA PANDEMIA!!!",augusto jornalismo sujo anti democráticos prender pessoas por opinião vcs são sujos recordlixo serviço doria paga dinheiro pandemia,-1
1435694861827465219,Já pensou essa cena no meio de uma pandemia? https://t.co/Hp3P8gsa4l,pensou essa cena meio uma pandemia,0
1435694840415666176,"Pandemia fez minha timidez voltar, eu mal consigo mais forçar interação como antes",pandemia fez minha timidez voltar mal consigo mais forçar interação como antes,-1
1435694829309136900,"@dougsonzer @mfelpsx @pxdrohenri se eu n me engano, foi a pandemia",engano foi pandemia,-2
1435694805716242437,"@augustosnunes O meu país é sério, o presidente que não é sério neste país, desdenhando da pandemia, desrespeitando o seu povo, negou a vacina no momento oportuno, desrespeita as mulheres, os pobres e acoberta as falcatruas dos filhos e causa baderna e desordem social!",meu país sério presidente que não sério neste país desdenhando pandemia desrespeitando seu povo negou vacina momento oportuno desrespeita mulheres pobres acoberta falcatruas dos filhos causa baderna desordem social,-4
1435694779656982536,"@venecasagrande Muita falta de respeito com o torcedor que comprou aéreo e hotel pra bsb. ST off Rio só toma na cara! Mesmo sem benefícios, continuei pagando meu plano durante a pandemia, só pra ajudar. Mas, já deu! Vou cancelar! @roddunshee @Flamengo @marcosbrazrio",muita falta respeito com torcedor que comprou aéreo hotel pra bsb off rio toma cara mesmo sem benefícios continuei pagando meu plano durante pandemia pra ajudar mas deu vou cancelar,-3
1435694775076786179,"Pandemia causa impactos na alfabetização de crianças 
No Brasil,11 milhõesde pessoas são analfabetas. São pessoas de 15 anos ou mais que, pelos critérios do Instituto Brasileiro de Geografia ......
Acesse: https://pordentr...
https://t.co/8kG0pNK1ID",pandemia causa impactos alfabetização crianças brasil milhõesde pessoas são analfabetas são pessoas anos mais que pelos critérios instituto brasileiro geografia acesse,-2
1435694747348348937,"@sbrasiles @alexandrespinho @nikolas_dm Rapaz, não sei se você sabe, mas também existe médico BURRO e MAU CARÁTER. Tá passada?
Filha, se atualiza, até o próprio Ministério da Saúde admitiu a ineficácia desses remédios no combate à pandemia. Atualiza.",rapaz não sei você sabe mas também existe médico burro mau caráter passada filha atualiza até próprio ministério saúde admitiu ineficácia desses remédios combate pandemia atualiza,-3
1435694737248473096,"saudades de quando eu ficava fuçando eventos no site do sesc, pandemia maldita",saudades quando ficava fuçando eventos site sesc pandemia maldita,-1
1435694719552606208,"@LucassDuran Argumento de Criança isso ""Qnd jogos ele decidiu, contra times decente, valendo titulo"", sendo q o cara chegou nao tem nem 1 ano, teve contusão, pausa de pandemia.

Benitez jogou bem 80% dos jogos, tem um passe foda, o time é melhor e mais criativo com ele em campo.",argumento criança isso qnd jogos ele decidiu contra times decente valendo titulo sendo cara chegou nao tem nem ano teve contusão pausa pandemia benitez jogou bem dos jogos tem passe foda time melhor mais criativo com ele campo,2
1435694694902681604,"Qual é o desafio para os educadores na alfabetização no pós-pandemia? Conheça iniciativas de formação continuada que vão te ajudar a se preparar para esse processo. Com @ProFuturo_ @FundlaCaixa #paulofreire #paulofreire100anos 
https://t.co/oWbaprLtkH",qual desafio para educadores alfabetização pós pandemia conheça iniciativas formação continuada que vão ajudar preparar para esse processo com,2
1435694665609715712,"Chegando no culto e vendo as irmãs, depois da pandemia 😂

#madonna #madonnafans #madonnafamily #madonnafan https://t.co/zGWdLbv6YR",chegando culto vendo irmãs depois pandemia,0
1435694641421107200,@betaloe O Calça Apertada adiantou o natal por causa da pandemia da democracia de ontem...,calça apertada adiantou natal por causa pandemia democracia ontem,1
1435694625524695044,"@SuetsuguYuri se estão falando acredite, a mente tem poder uhsauhsa.

Quando acabar a pandemia bora treinar kung-fu comigo ai vai querer sempre ficar sem camisa ashuasuh",estão falando acredite mente tem poder uhsauhsa quando acabar pandemia bora treinar kung comigo vai querer sempre ficar sem camisa ashuasuh,2
1435694621934424064,"A partir de hoje, você acompanha aqui nas nossas redes, dicas pra melhorar sua saúde👨‍⚕️

Neste primeiro vídeo do ALEPA SAÚDE, o dr. Jorge Vaz fala sobre um assunto importante: como se prevenir contra a COVID-19.😷
  
Assista, compartilhe, vamos vencer juntos a pandemia!📽 https://t.co/b7edrjVt1Z",partir hoje você acompanha aqui nas nossas redes dicas pra melhorar sua saúde neste primeiro vídeo alepa saúde jorge vaz fala sobre assunto importante como prevenir contra covid assista compartilhe vamos vencer juntos pandemia,0
1435694606738407424,E meus amigos da graduação que parece umas crianças emocionadas no whatsapp?! Essa pandemia quebrou umas partes de nós que olha,meus amigos graduação que parece umas crianças emocionadas whatsapp essa pandemia quebrou umas partes nós que olha,-1
1435694602745417730,"caralho não acredito que estou me submetendo a m mais uma viagem no meio de uma pandemia por ameaças do meu avô dizendo que a pandemia destruiu a vida, que ele vai morrer em breve e que ninguém vai ver ele mais??? isso que é ficar velho????",caralho não acredito que estou submetendo mais uma viagem meio uma pandemia por ameaças meu avô dizendo que pandemia destruiu vida que ele vai morrer breve que ninguém vai ver ele mais isso que ficar velho,1
1435694579974553601,"@Felipesoouzarj @FoxSportsBrasil Quem quer ajuda? Ficou definido por esse mesmo conselho que vcs não querem ir que o público voltaria quando todos os times pudessem ter público, nesse momento vcs querem ajuda, levar vantagem em cima de tudo, isso sendo do estado com os piores índices na pandemia no momento.",quem quer ajuda ficou definido por esse mesmo conselho que vcs não querem que público voltaria quando todos times pudessem ter público nesse momento vcs querem ajuda levar vantagem cima tudo isso sendo estado com piores índices pandemia momento,-2
1435694566087266305,meu aniversário de 15 foi na pandemia nem tive que escolher https://t.co/uGUoJacHrs https://t.co/xgn3aQg7BK,meu aniversário foi pandemia nem tive que escolher,-1
1435694562161352710,"@Rafsabot @ElianeBordig @chrisggomes @Rconstantino Cara acabei de te falar que o aumento do dólar tem vários fatores, entre eles risco Brasil, devido endividamento do estado, nessa pandemia aumentamos muito o endividamento, lembra que teve abono covid, vc acha que esse dinheiro saiu de onde ? Inflação é outro fator ...",cara acabei falar que aumento dólar tem vários fatores entre eles risco brasil devido endividamento estado nessa pandemia aumentamos muito endividamento lembra que teve abono covid acha que esse dinheiro saiu onde inflação outro fator,-3
1435694553483419650,"Po, o pior que acho que sei flertar ao vivo. Isso ajuda na pandemia? Não. Mas tamo ai.",pior que acho que sei flertar vivo isso ajuda pandemia não mas tamo,-1
1435694534206316547,"@ZilaHelena Foi gigante tamanha burrice,defender um verme como esse,gente burra; fazer isso em plena pandemia SEM A PORRA DA MÁSCARA defender o desgraçado do Genocídia",foi gigante tamanha burrice defender verme como esse gente burra fazer isso plena pandemia sem porra máscara defender desgraçado genocídia,-1
1435694508038103042,"MERCADO DE FUSÕES E AQUISIÇÕES CRESCE NO PAÍS

Confira no Diário do Comércio
#economia, #minasgerais, #negócios, #comércio, #notícia, #mercado, #fusões, #aquisições, #pandemia

https://t.co/0ZYf0PwzN1",mercado fusões aquisições cresce país confira diário comércio,0
1435694476006150155,"@MFTwitte @ViniciusPoit Se a ""esquerda"" tivesse deixado o ""serto"" seria: 

1) Não ter negado a pandemia e ter enfrentado ela corretamente. 

2) Ter passado confiança articulando politicamente e publicamente reformas necessárias corretamente

3) Combatido a corrupção",esquerda tivesse deixado serto seria não ter negado pandemia ter enfrentado ela corretamente ter passado confiança articulando politicamente publicamente reformas necessárias corretamente combatido corrupção,-1
1435694455982592000,Vou começar a pensar q todo mundo lá em casa são empregados q por conta da Pandemia tem q levar os filhos pra lá,vou começar pensar todo mundo casa são empregados por conta pandemia tem levar filhos pra,1
1435694429130657796,"Essa é a primeira vez desde que estourou a pandemia da Covid-19.

Para mais informações, acesse: https://t.co/e8Kb7G1TME

#cn7saude #pandemia #COVID19 #Hospital #pacientes",essa primeira vez desde que estourou pandemia covid para mais informações acesse,0
1435694428111265794,"O #SetembroAmarelo celebra a atenção pela saúde mental. Em tempos de pandemia, onde tudo mudou, é normal se sentir mais ansioso e preocupado. Aqui no GetNinjas, podemos te ajudar a encontrar um profissional que te acolha e te ajude. 

Quer um psicólogo? Encontre pelo GetNinjas! https://t.co/dF0aWcJ3hm",celebra atenção pela saúde mental tempos pandemia onde tudo mudou normal sentir mais ansioso preocupado aqui getninjas podemos ajudar encontrar profissional que acolha ajude quer psicólogo encontre pelo getninjas,-1
1435694420498829315,"@brunogagliasso A inflação é a conta a ser paga pela política do fique em casa, a economia a gente vê depois. Este desequilíbrio na economia já era previsto após a pandemia aqui e em outros países. Ou você acha que tudo voltaria ao normal após paralizações ou produção reduzida? Não à hipocrisia!",inflação conta ser paga pela política fique casa economia gente depois este desequilíbrio economia era previsto após pandemia aqui outros países você acha que tudo voltaria normal após paralizações produção reduzida não hipocrisia,2
1435694350751645702,@simulatorSM cadê meu cartão que nunca chega??? Já é a segunda vez que faço o requerimento o os Correios dizem que o destinatário está ausente. Ausente como nessa pandemia???? Que descaso,cadê meu cartão que nunca chega segunda vez que faço requerimento correios dizem que destinatário está ausente ausente como nessa pandemia que descaso,2
1435694341201309698,"@HanashiroDe Cara tô longe do PC agora encerrando o dia, mas quase certeza que não tem por causa do protocolo da pandemia",cara longe agora encerrando dia mas quase certeza que não tem por causa protocolo pandemia,-3
1435694309026766853,EU QUERO A PANDEMIA ACABANDO PORQUE EU MEREÇO IR NO SHOW DO LOUIS,quero pandemia acabando porque mereço show louis,0
1435694230819807234,"ou quiçá sonhar. Isso não altera o que penso na pandemia. Nada de público em qualquer estádio. A minha opinião. Todo tipo de abertura que faz aglomerar, em qualquer setor, considero precipitada. Creio nos cientistas. Ótima semana plena de saúde e de muita #Paz #Paz #Paz #Paz #Paz",quiçá sonhar isso não altera que penso pandemia nada público qualquer estádio minha opinião todo tipo abertura que faz aglomerar qualquer setor considero precipitada creio nos cientistas ótima semana plena saúde muita,1
1435694209374334983,"@talismadagavea Rapaz.. Durante uma pandemia global você está criticando e sendo irônico com os guerreiros na linha de frente do sistema de saúde por conta de um atraso em app?

Tu come bosta, millennial?",rapaz durante uma pandemia global você está criticando sendo irônico com guerreiros linha frente sistema saúde por conta atraso app come bosta millennial,-1
1435694196468371470,"@IrlanSimoes Eu acho massa q ele fala como se só o Flamengo quisesse voltar como público, tomar no cu viu

O ngc é q estamos em uma pandemia e o cara ignora",acho massa ele fala como flamengo quisesse voltar como público tomar viu ngc estamos uma pandemia cara ignora,-2
1435694177782837256,"@Rodrigomr301 @Ben_Hur_Lopes @roxmo Pesquisadores de YALE e STANFORD!  G1 só deu a notícia, o caramba.
Talvez com esse desenho facilite pra você entender como a máscara ajuda na prevenção.
Substitua calça por máscara e mijo por respiração.
2 anos de pandemia e vc teimando sobre isso. Pelo amor de Deus, haja saco https://t.co/uzp5hED3j8",pesquisadores yale stanford deu notícia caramba talvez com esse desenho facilite pra você entender como máscara ajuda prevenção substitua calça por máscara mijo por respiração anos pandemia teimando sobre isso pelo amor deus haja saco,1
1435694155188084739,Na cabeça da diretoria do Flamengo nunca teve pandemia https://t.co/Ro4k2JYf3Q,cabeça diretoria flamengo nunca teve pandemia,0
1435694149454413825,"@JudithSantana0 @jairbolsonaro Fique em casa insana a economia gente ver depois , já esqueceu?? Sua retardada apoiadora de comunista , ainda estamos em um pandemia em todo lugar do mundo a inflação está aumentando 😡",fique casa insana economia gente ver depois esqueceu sua retardada apoiadora comunista ainda estamos pandemia todo lugar mundo inflação está aumentando,2
1435694131989336065,@RitaBataglia Aqui aboliu-se a passação de roupa qdo entrou a pandemia rsrsrs,aqui aboliu passação roupa qdo entrou pandemia rsrsrs,0
1435694117594542081,@RonaldMagalhae5 @Lcs_FLA_ @venecasagrande Se fosse pandemia poderia ter isso sem ônus. Mais não se trata de algo anulado por conta de saúde pública. Então quem é que vai pagar pra nós o valor integral. Sacanagem essa do flamengo falta de responsabilidade com todos.,fosse pandemia poderia ter isso sem ônus mais não trata algo anulado por conta saúde pública então quem que vai pagar pra nós valor integral sacanagem essa flamengo falta responsabilidade com todos,0
1435694102235041793,"@SporTV O regulamento da competição, que foi concebido durante a pandemia, tece alguma linha específica sobre público? Existem portarias da CBF ou algum outro tipo de documento que regularize público?",regulamento competição que foi concebido durante pandemia tece alguma linha específica sobre público existem portarias cbf algum outro tipo documento que regularize público,0
1435694095515664386,"@flamengofcn @RaymondVasconc3 @FoxSportsBrasil Torcida é parte fundamental do futebol, e um clube ter torcida enquanto os outros não podem receber a sua, causa desequilíbrio, é tão simples e fácil de entender, e nem é esse o ponto principal, que é o fato de estarmos numa pandemia, que não está nem perto de ser controlada...",torcida parte fundamental futebol clube ter torcida enquanto outros não podem receber sua causa desequilíbrio tão simples fácil entender nem esse ponto principal que fato estarmos numa pandemia que não está nem perto ser controlada,2
1435694016356573187,"@magazineluiza @DellnoBrasil Lu, você bem que poderia trazer um novo lote desse sofá, né? Tá aí um produto bom e barato. Compramos antes da pandemia por R$1.006,00. Modelo Domus, da Linoforte. https://t.co/MpSfRNSdXd",você bem que poderia trazer novo lote desse sofá produto bom barato compramos antes pandemia por modelo domus linoforte,2
1435693996089790470,Engraçado como o comentaristas da ESPN são leões pra criticar político na internet. Mas são gatinhos mansinhos pra questionar o Flamengo na decisão mais suja dos últimos anos. O cara defendendo o dinheiro do clube  meio a uma pandemia mundial  #SCBrasil,engraçado como comentaristas espn são leões pra criticar político internet mas são gatinhos mansinhos pra questionar flamengo decisão mais suja dos últimos anos cara defendendo dinheiro clube meio uma pandemia mundial,-3
1435693970038927377,"@Metropoles @SamPancher Não são esses vagabundos q na época da pandemia só sabiam repetir q o ""direito de ir e vir"" era sagrado na hora de desobedecer as medidas para evitar contágio? E agora, cadê o direito de ir e vir? Quer parar, parem, mas não obriguem quem quer trabalhar a participar da palhaçada.",não são esses vagabundos época pandemia sabiam repetir direito vir era sagrado hora desobedecer medidas para evitar contágio agora cadê direito vir quer parar parem mas não obriguem quem quer trabalhar participar palhaçada,4
1435693958257123332,"@dario_romedis Eu acho engraçada essa ilusão de que a culpa é do PT, do Lula, do Congresso, do Senado, da Pandemia...
Não gente, Bolsonaro é o presidente, A CULPA É DELE!",acho engraçada essa ilusão que culpa lula congresso senado pandemia não gente bolsonaro presidente culpa dele,-2
1435693954150936576,Fome no Brasil: Como ajudar pessoas a comer e sobreviver na pandemia https://t.co/NutacdxyZ6 via @ecoa_uol @UOL,fome brasil como ajudar pessoas comer sobreviver pandemia via,-1
1435693951126757380,"@ericfcarvalho Falar de Flamengo 2021 é tirar UM recorte recente. Clubes têm sido prejudicados por Data FIFA desde que Reinier tava na barriga da mãe. Não dá pra pegar um contexto de pandemia, inédito na história, e contraargumentar com um fator corriqueiro e recorrente no futebol brasileiro.",falar flamengo tirar recorte recente clubes têm sido prejudicados por data fifa desde que reinier tava barriga mãe não pra pegar contexto pandemia inédito história contraargumentar com fator corriqueiro recorrente futebol brasileiro,-1
1435693939189817349,"@Xiiibiu Ah tá a economia vai melhorar como?  Na pandemia com o fique em casa. Brasileiro já e vagabundo por natureza. Prefere ficar em casa e receber 600, 300, 200,00 de auxílio. Muitas empresas fecharam. Ain culpa do bozo que não fez isolamento social imagina se tivesse feito Lockdown",economia vai melhorar como pandemia com fique casa brasileiro vagabundo por natureza prefere ficar casa receber auxílio muitas empresas fecharam ain culpa bozo que não fez isolamento social imagina tivesse feito lockdown,0
1435693936018919436,"Sinto que envelheci vários anos nessa pandemia. Tô com ruga onde não tinha, espinhas por toda a cara, olheira e sempre cansada. Tenho 21 anos 🤡",sinto que envelheci vários anos nessa pandemia com ruga onde não tinha espinhas por toda cara olheira sempre cansada tenho anos,-2
